cord_uid,title,abstract_clean,journal,cluster,abstract_length
0b768htt,Re-engineering The Clinical Research Enterprise in Response to COVID-19: The Clinical Translational Science Award (CTSA) experience and proposed playbook for future pandemics,"the 2020 covid-19 pandemic has had a profound impact on the clinical research enterprises at the 60 clinical and translational science award (ctsa) hubs throughout the nation. there was simultaneously a need to expand research to obtain crucial data about disease prognosis and therapy and enormous limitations on conducting research as localities and institutions limited travel and person-to-person contact. these imperatives resulted in major changes in the way research was conducted, including expediting institutional review board review, shifting to remote interactions with participants, centralizing decision-making in prioritizing research protocols, establishing biobanks, adopting novel informatics platforms, and distributing study drugs in unconventional ways. national ctsa steering committee meetings provided an opportunity to share best practices and develop the idea of capturing the ctsa program experiences in a series of papers. here we bring together the recommendations from those papers in a list of specific actions that research sites can take to strengthen operations and prepare for similar future public health emergencies. most importantly, creative innovations developed in response to the covid-19 pandemic deserve serious consideration for adoption as new standards, thus converting the painful trauma of the pandemic into “post-traumatic growth” that makes the clinical research enterprise stronger, more resilient, and more effective.",Journal of clinical and translational science,0,1470
0jhur557,Change in the Level of Microseismic Noise During the COVID-19 Pandemic in the Russian Far East,"with the outbreak of the covid-19 pandemic, many seismologists all over the world have noted a sharp (up to 30–50%) decrease in the daily background seismic noise during the period from march to may, 2020 (lecocq et al., science 369(6509):1338–1343, 2020). the authors studied the influence of the self-isolation regime introduced in the russian federation from march 30, 2020 and, as a consequence, the restriction of the work of public institutions and the mobility of the population, on the quality of seismological observations at seismic stations in large cities of the russian far east for the period from march 23, 2020 to april 12, 2020. the work analyses the records of seismic noise by the seismic stations of khabarovsk and vladivostok located in busy parts of the cities and, accordingly, strongly influenced by anthropogenic impact, as well as it analyses the records of the yuzhno-sakhalinsk seismic station located in the relatively «calm» part of the city. power spectra and temporal variations of microseismic noise levels for the listed above seismic stations were constructed based on the data of broadband seismometers records in the range of 1–20 hz. the analysis of noise level variations with the data on the population mobility was carried out on the basis of self-isolation index by yandex, which shows the level of town activity over a selected period. the main sources of the increased microseismic noise at seismic stations were identified.",Pure and applied geophysics,0,1468
0k8g1de7,COVID-19 in Post-Operative Patients: Imaging Findings.,"background: coronavirus 2019 (covid-19) in the post-operative period is challenging. its clinical manifestations may have similarities to other septic, thoracic, or gastrointestinal post-surgical complications. additionally, the post-operative period may be a time of increased risk for severe manifestations of covid-19. we sought to evaluate the frequency of covid-19 in a cohort of patients who had recently had operations who were undergoing imaging for acute symptoms and the role of chest computed tomography (ct) in this setting. patients and methods: we included all patients who had chest ct for acute symptoms in the 15 days after a surgical procedure between march 1 and 31, 2020. results: of 46 patients with acute post-operative symptoms requiring chest imaging, eight (17%) were ultimately diagnosed with covid-19. among them, five (62%) required mechanical ventilation and two (25%) died. all had abnormal chest ct with typical findings of covid-19 in 87%. computed tomography provided an alternate diagnosis in 53% of patients who did not have covid-19. the average time between a covid-19-positive chest ct and the polymerase chain reaction (pcr) confirmation was 1.2 days (range, 0-4 days). conclusion: covid-19 is a serious post-operative condition associated with significant morbidity and mortality. chest ct provides prompt diagnosis of covid-19. in centers with a high prevalence of covid-19, chest acquisition should be included in ct scans done for acute post-operative symptoms.",Surgical infections,0,1504
09poovwz,The Role of Connexin 43 and Pannexin 1 During Acute Inflammation,"during acute inflammation, the recruitment of leukocytes from the blood stream into the inflamed tissue is a well-described mechanism encompassing the interaction of endothelial cells with leukocytes allowing leukocytes to reach the site of tissue injury or infection where they can fulfill their function such as phagocytosis. this process requires a fine-tuned regulation of a plethora of signaling cascades, which are still incompletely understood. here, connexin 43 (cx43) and pannexin 1 (panx1) are known to be pivotal for the correct communication of endothelial cells with leukocytes. pharmacological as well as genetic approaches provide evidence that endothelial cx43-hemichannels and panx1-channels release signaling molecules including atp and thereby regulate vessel function and permeability as well as the recruitment of leukocytes during acute inflammation. furthermore, cx43 hemichannels and panx1-channels in leukocytes release signaling molecules and can mediate the activation and function of leukocytes in an autocrine manner. the focus of the present review is to summarize the current knowledge of the role of cx43 and panx1 in endothelial cells and leukocytes in the vasculature during acute inflammation and to discuss relevant molecular mechanisms regulating cx43 and panx1 function.",Front Physiol,0,1308
0gng8y6c,Is the worst of the COVID-19 global pandemic yet to come? Application of financial mathematics as candidate predictive tools,"the elliott wave principle is a time-honored, oft-used method for predicting variations in the financial markets. it is based on the notion that human emotions drive financial decisions. in the fight against the covid-19 global pandemic, human emotions are similarly decisive, for instance in that they determine one's willingness to be vaccinated, and/or to follow preventive measures including the personal wearing of masks, the application of social distancing protocols, and frequent handwashing. on this basis, we postulated that the elliott wave principle may similarly be used to predict the future evolution of the covid-19 pandemic. we demonstrated that this method reproduces the data pattern for various countries and the world (daily new cases). potential scenarios were then extrapolated, from the best-case corresponding to a rapid, full vaccination of the population, to the utterly disastrous case of slow vaccination, and poor adherence to preventive protocols.",Transl Psychiatry,0,978
0cgi9chx,"[Healthcare, European Stability Mechanism and public funding following the Covid-19 pandemic].","the aim of this editorial is to illustrate the new public funding framework of the italian national health system following the covid-19 pandemic. the document reviews the measures put in place by the italian government and european institutions such as the european commission (ec), the european central bank (ecb) and the european stability mechanism (esm) to deal with this health crisis and subsequent severe economic recession, with particular reference to sources and uses of resources. the use of new budgetary financial spaces in deficit entails greater attention to the assessment of interventions and makes it necessary to keep expenditure under strict control. at the same time, the remodeling of expenditure within its aggregates, public investment in innovation, and the removal of administrative obstacles can strengthen the capacity of the healthcare system to meet the extraordinary needs deriving from the spread of covid-19 and its resilience to future health shocks.",Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia,0,985
096v6taj,Muscle involvement in SARS‐CoV‐2 infection,"background: since the outbreak of the sars‐cov‐2 pandemic several reports indicated neurological involvement in covid‐19 disease. muscle involvement has also been reported as evidenced by creatine kinase (ck) elevations and reports of myalgia. methods: ck, markers of inflammation, pre‐existing diseases and statin use were extracted from records of austrian hospitalized covid‐19 patients. disease severity was classified as severe in case of intensive care unit (icu) admission or mortality. covid‐19 patients were additionally compared to a historical group of hospitalized influenza patients. results: 351 patients with sars‐cov‐2 and 258 with influenza were included in the final analysis. ck was elevated in 27% of covid‐19 and in 28% of influenza patients. ck was higher in severe covid‐19 as were markers of inflammation. ck correlated significantly with inflammation markers, which had an independent impact on ck when adjusted for demographic variables and disease severity. compared to influenza patients, covid‐19 patients were older, more frequent male, had more comorbidities and more frequently a severe disease course. nevertheless, influenza patients had higher baseline ck than covid‐19, and 35.7% of icu admitted patients had ck levels > 1000 u/l compared to only 4.7% of icu‐admitted covid‐19 patients. conclusions: hyperckemia occurs in a similar frequency in covid‐19 and influenza infection. ck levels were lower in covid‐19 than in influenza in mild and severe disease. ck levels strongly correlate with disease severity and markers of inflammation. to date it remains unclear whether hyperckemia is due to a virus‐triggered inflammatory response or direct muscle toxicity.",Eur J Neurol,0,1697
0l5bbdi4,"Does COVID-19 cause an increase in spleen dimensions? Possible effects of immune activation, hematopoietic suppression and microthrombosis","purpose: to radiologically examine how the spleen size, which has important functions in hematological and immunological balance, is affected in covid-19. methods: between july 1 and august 31, 2020, consecutive patients diagnosed with covid-19 were analyzed. among these patients, those who underwent chest computed tomography (ct) examination at the time of presentation, patients with follow-up ct due to clinical deterioration were included in the study. the cts of the patients were evaluated in terms of spleen size and volume. results: a total of 160 patients (88 females, 55%) were included in the study. the mean time between the initial and follow-up ct was 7.2 ± 2.8 days. the splenic volume (244.3 ± 136.7 vs. 303.5 ± 156.3 cm(3)) and splenic index (421.2 ± 235.5 vs. 523.2 ± 269.4 cm(3)) values were significantly higher in the follow-up ct compared to the initial ct (p < 0.001). the increase in the splenic volume and splenic index values was 59.2 ± 52.4 cm(3) and 101.9 ± 90.3 cm(3) (p < 0.001), respectively. the covid-19 severity score was significantly higher in the follow-up ct compared to the initial ct (3.7 ± 4.2 vs. 12.5 ± 5.7, respectively; p < 0.001). the spleen width measured separately on the initial and follow-up cts showed a highest positive correlation (r = 0.982, p < 0.001). conclusion: our study indicates that spleen size increases slightly-moderately in the first stages of the infection, and this increase is correlated with the covid-19 severity score calculated on the chest ct data, and in this respect, it is similar to infections presenting with cytokine storm.",Clin Imaging,1,1606
03zlpvpb,Conserved leucines in N-terminal heptad repeat HR1 of envelope fusion protein F of group II nucleopolyhedroviruses are important for correct processing and essential for fusogenicity.,"the heptad repeat (hr), a conserved structural motif of class i viral fusion proteins, is responsible for the formation of a six-helix bundle structure during the envelope fusion process. the insect baculovirus f protein is a newly found budded virus envelope fusion protein which possesses common features to class i fusion proteins, such as proteolytic cleavage and the presence of an n-terminal open fusion peptide and multiple hr domains on the transmembrane subunit f(1). similar to many vertebrate viral fusion proteins, a conserved leucine zipper motif is predicted in this hr region proximal to the fusion peptide in baculovirus f proteins. to facilitate our understanding of the functional role of this leucine zipper-like hr1 domain in baculovirus f protein synthesis, processing, and viral infectivity, key leucine residues (leu209, leu216, and leu223) were replaced by alanine (a) or arginine (r), respectively. by using autographa californica multicapsid nucleopolyhedrovirus (acmnpv) as a pseudotype expression system, we demonstrated that all mutant f proteins incorporated into budded virus, indicating that leucine substitutions did not affect intercellular trafficking of f. furin-like protease cleavage was not affected by any of the leucine substitutions; however, the disulfide bridging and n-linked glycosylation patterns were partly altered. single substitutions in hr1 showed that the three leucine residues were critical for f fusogenicity and the rescue of acmnpv infectivity. our results support the view that the leucine zipper-like hr1 domain is important to safeguard the proper folding, glycosylation, and fusogenicity of baculovirus f proteins.",Journal of virology,0,1676
0l8pfsj2,Estimating the value-At-risk of JSE indices and South African exchange rate with Generalized Pareto and stable distributions,"south africa s economy has faced many downturns in the previous decade, and to curb the spread of the novel sars-cov-2, the lockdown brought south african financial markets to an abrupt halt. therefore, the implementation of risk mitigation approaches is becoming a matter of urgency in volatile markets in these unprecedented times. in this study, a hybrid generalized autoregressive conditional heteroscedasticity (garch)-type model combined with heavy-tailed distributions, namely the generalized pareto distribution (gpd) and the nolan s s0-parameterization stable distribution (sd), were fitted to the returns of three ftse/jse indices, namely all share index (alsi), banks index and mining index, as well as the daily closing prices of the us dollar against the south african rand exchange rate (usd/zar exchange rate). var values were estimated and back-tested using the kupiec likelihood ratio test. the results of this study show that for ftse/jse alsi returns, the hybrid exponential garch (1,1) model with sd model (egarch(1,1)-sd) outperforms the garchgpd model at the 2.5% var level. at var levels of 95% and 97.5%, the fitted garch (1,1)-sd model for ftse/jse banks index returns performs better than the garch (1,1)-gpd. the fitted garch (1,1)-sd model for ftse/jse mining index returns is better than the garch (1,1)-gpd at 5% and 97.5% var levels. thus, this study suggests that the garch (1,1)-sd model is a good alternative to the var robust model for modeling financial returns. this study provides salient results for persons interested in reducing losses or obtaining a better understanding of the south african financial industry. © 2021 llc cpc business perspectives. all rights reserved.",Investment Management and Financial Innovations,0,1712
0iss1s34,New possibilities of the preservation and practical usage of rare breeds and populations of poultry: the case of Russian white chicken breed,"the problem of the preservation and practical use of rare breeds and populations of poultry is reviewed on the example of russian white chicken breed that could be used for the selection of the specialized populations of chicken as the producers of raw materials for the bioindustry the urgency of this task is related to the problems of import substitution, adverse epizootic situation in the world's poultry production, and recent covid-19 pandemia the results of selection of a population of russian white breed for higher output of the extraembryonic fluid (eef) from 12 5-day old embryos in 5 generations are presented, with the criterion no less than 0 200 ml of eef per 1 g of egg weight and lo less than 1 0 ml per embryo the increase of eef output in the selected population was also achieved via the selection for higher egg production and egg weight resulted in the increases in egg production by 15% and egg weight by 10% the absolute output (ml/embryo) of eef was increased by 14%, relative output (per 1 g of egg weight) by 8%;bioactivity of the newcastle disease virus in the eef increased by 11 5% the percentage of individuals with high eef output was increased by 25 2% in average the virological investigation of embryos of the selected population evidenced their suitability for the production of certain vaccines and diagnostic kits",Ptitsevodstvo,0,1353
09wqiue3,Level of disability and associated factors with musculoskeletal disorders among supermarket cashiers.,"objectives this study aimed to determine the severity of symptoms and the level of disability or difficulty associated with msds in the neck, shoulders, upper limbs, lower back, and lower limbs as well as the factors associated with msds. material and methods this investigation collected demographic, health (36-item short form survey [sf-36]), and occupational related-factors for supermarket cashiers through the administration of several questionnaires, including the oswestry disability index (odi), disabilities of the arm, shoulder and hand (dash), neck disability index (ndi), lower extremity functional scale (lefs), and numeric rating scale (nrs) for pain. results one hundred ninety-three supermarket cashiers participated in this study. the mean scores for disability levels included ndi (m±sd 18.62±14.57), odi (m±sd 20.74±13.89), dash (m±sd 15.08±13.90), and lefs (m±sd 63.06±14.24). regression analyses demonstrated the existence of significant relationships between the experience of msds and several other factors, including the number of working days per week, the preferred working position, marital status and the need for awkward positions. conclusions the results indicate msds that signified a mild disability level among young participants. the number of working days per week, the preferred working position, the need to assume awkward positions, and marital status were significantly associated with msds. the findings indicated the need for preventive to avoid or minimize the prevalence of msds among supermarket cashiers.",International journal of occupational medicine and environmental health,0,1550
07v9qign,"CovidCounties - an interactive, real-time tracker of the COVID-19 pandemic at the level of US counties","management of the covid-19 pandemic has proven to be a significant challenge to policy makers. this is in large part due to uneven reporting and the absence of open-access visualization tools to present local trends and infer healthcare needs. here we report the development of covidcounties.org, an interactive web application that depicts daily disease trends at the level of us counties using time series plots and maps. this application is accompanied by a manually curated dataset that catalogs all major public policy actions made at the state-level, as well as technical validation of the primary data. finally, the underlying code for the site is also provided as open source, enabling others to validate and learn from this work.",medRxiv,0,738
0iptnrr0,Cross-sectional imaging findings of splenic infections: is differential diagnosis possible?,"the spleen plays an important role in the immunological homeostasis of the body. several neoplastic and non-neoplastic diseases may affect this organ, and imaging is of fundamental importance for diagnosis. infectious diseases of the spleen can be encountered in daily radiology practice, and differential diagnosis may sometimes be challenging. infectious involvement of the spleen can be primary or secondary to a different source outside the spleen. despite the fact that different infectious diseases may cause similar imaging findings, we believe that differential diagnosis between different causes may also be possible in certain patients with imaging. early diagnosis may potentially enhance patients’ treatment and outcome. in this review, we aimed to increase imaging specialists’ awareness of splenic infections by describing the multimodality imaging features of common and atypical infections of the spleen with their differential diagnoses.",Abdom Radiol (NY),0,954
0g2d8gm6,Enabling Artificial Intelligence for Genome Sequence Analysis of COVID-19 and Alike Viruses,"recent pandemic of covid-19 (coronavirus) caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) has been growing lethally with unusual speed. it has infected millions of people and continues a mortifying influence on the global population’s health and well-being. in this situation, genome sequence analysis and advanced artificial intelligence techniques may help researchers and medical experts to understand the genetic variants of covid-19 or sars-cov-2. genome sequence analysis of covid-19 is crucial to understand the virus’s origin, behavior, and structure, which might help produce/develop vaccines, antiviral drugs, and efficient preventive strategies. this paper introduces an artificial intelligence based system to perform genome sequence analysis of covid-19 and alike viruses, e.g., sars, middle east respiratory syndrome, and ebola. the system helps to get important information from the genome sequences of different viruses. we perform comparative data analysis by extracting basic information of covid-19 and other genome sequences, including information of nucleotides composition and their frequency, tri-nucleotide compositions, count of amino acids, alignment between genome sequences, and their dna similarity information. we use different visualization methods to analyze these viruses’ genome sequences and, finally, apply machine learning based classifier support vector machine to classify different genome sequences. the data set of different virus genome sequences are obtained from an online publicly accessible data center repository. the system achieves good classification results with an accuracy of 97% for covid-19, 96%, sars, and 95% for mers and ebola genome sequences, respectively. [image: see text]",Interdiscip Sci,0,1757
01f4b82t,"Hydrodynamic electrospray ionization jetting of calcium alginate particles: effect of spray-mode, spraying distance and concentration","hydrodynamic electrospray ionization jetting was applied for generating and characterizing calcium cross-linked alginate microparticles. these microparticles show different diameters and aspect ratios for three electrospray modes (dripping, conejet and multijet modes), four spraying distances (5, 10, 15 and 20 cm), and six spraying concentrations. comparing the three different electrospray modes, we found that the conejet mode results in the smallest particle diameters, lowest aspect ratio and smallest variations over the parameter space mentioned above. for all spraying modes, the resultant particle diameters become independent of the spraying distance at a sprayed solute concentration ≥ 2.5%. the aspect ratio of microparticles varies significantly for different spraying modes and distances. an increasing aspect ratio of all spray modes was determined for sodium alginate spraying concentrations ≤ 1.5% and spraying distances of 20 cm; this phenomenon can be explained with the chain ejection effect. this systematic investigation offers a basic database for industrial applications of hydrodynamic electrospray ionization.",RSC Adv,0,1136
0kgpjc7y,COVID-19 Vaccination Hesitancy: A Review of the Literature and Recommendations.,"vaccines are important to improve immunity against pathogens and diseases. the current covid-19 disease is rapidly evolving and spreading among people; therefore, it is important to utilize a proper vaccination strategy against it. currently, many approved vaccines are available and accessible; however, there is a reported hesitancy against taking them among the public and even the health care workers. mainly, this is attributed to the fear of the possible side effects and complications. moreover, inaccurate knowledge disseminated through the media/social media especially by those who lack proper expertise adds confusion and more fear that affects the vaccination decision. for such reasons, it is essential to find strategies to increase the acceptability of vaccines and to enhance confidence in the vaccination process. this should be accompanied by sufficient efforts and proper clinical studies to confirm the value and the safety of the vaccines. those strategies are important to avoid the further spread of the covid-19 disease and to abort the pandemic worldwide, especially when considering the likely approach towards a covid-19 booster vaccination program, in which booster vaccines are re-taken along intervals to adequately contain the rapidly evolving nature of the virus. this review article highlights the factors influencing the acceptability of the covid-19 vaccination and enrollment in clinical trials among the public and some specific populations. furthermore, it summarizes the suggested strategies and recommendations that can improve the attitudes towards covid-19 vaccination programs.",Current reviews in clinical and experimental pharmacology,0,1620
0clb5yf3,Characterization of a big family cluster infection associated with SARS-Cov-2 in Nanjing district,"background: outbreak of covid-19 has brought catastrophe to huge numbers of families. however, even though numerous tragedies occurred, there were few reports about family cluster infection in the academic journals. methods: the electronic medical records of 10 covid-19 patients in a big family were retrospectively reviewed and analyzed. results: these 10 patients, 4 males and 6 females, were infected through two successive family feasts during spring festival. the infection source was a family member at asymptomatic state, who lived in hubei but travelled to nanjing. the median age of these 10 patients was 61.5, with the oldest 95 and youngest 38. the incubation period varied from 3 to 17 days, with the median of 5.5. of them, 2 patients were asymptomatic. the most common symptoms at onset were fever (6/10) and dry cough (6/10). all of them displayed lesions on the chest ct. 40% of them had leukopenia, neutropenia and lymphopenia. after anti-virus treatment, all the patients significantly improved and were discharged. conclusions: sars-cov-2 was highly contagious and so crafty that a varied incubation period did exist. part of patients might be asymptomatic, which was the potential source of transmission. more measures for protection or quarantine should be taken at home if family member had travel history nearby the epidemic area. keywords: covid-19, sars-cov-2, family cluster, asymptomatic, incubation period.",,0,1435
0ev2ae7j,"Evidence for the Effectiveness of Remdesivir (GS-5734), a Nucleoside-Analog Antiviral Drug in the Inhibition of I (K(M)) or I (K(DR)) and in the Stimulation of I (MEP)","remdesivir (rdv, gs-5734), a broad-spectrum antiviral drug in the class of nucleotide analogs, has been particularly tailored for treatment of coronavirus infections however, to which extent rdv is able to modify various types of membrane ion currents remains largely uncertain in this study, we hence intended to explore the possible perturbations of rdv on ionic currents endogenous in pituitary gh(3) cells and jurkat t-lymphocytes the whole-cell current recordings of ours disclosed that upon membrane depolarization in gh(3) cells the exposure to rdv concentration-dependently depressed the peak or late components of i (k(dr)) elicitation with effective ic(50) values of 10 1 or 2 8 μm, respectively;meanwhile, the value of dissociation constant of rdv-induced blockage of i (k(dr)) on the basis of the first-order reaction was yielded to be 3 04 μm upon the existence of rdv, the steady-state inactivation curve of i (k(dr)) was established in the rdv presence;moreover, the recovery became slowed however, rdv-induced blockage of i (k(dr)) failed to be overcome by further addition of either α,β-methylene atp or cyclopentyl-1,3-dipropylxanthine the rdv addition also lessened the strength of m-type k(+) current with the ic(50) value of 2 5 μm the magnitude of voltage hysteresis of i (k(m)) elicited by long-lasting triangular ramp pulse was diminished by adding rdv membrane electroporation-induced current in response to large hyperpolarization was enhanced, with an ec(50) value of 5 8 μm likewise, in jurkat t-lymphocytes, adding rdv declined i (k(dr)) amplitude concomitantly with the raised rate of current inactivation applied by step depolarization therefore, in terms of the rdv molecule, there appears to be an unintended activity of the prodrug on ion channels its inhibition of both i (k(dr)) and i (k(m)) occurring in a non-genomic fashion might provide additional but important mechanisms through which in vivo cellular functions are seriously perturbed",Frontiers in pharmacology,0,1977
09kjzobt,Therapeutic Effect of Macrophage-Derived Biomimetic Nanoparticles for Cytokine Release Syndrome,"""cytokine release syndrome (crs) is a severe complication of infectious diseases such as coronavirus disease 2019 (covid-19) that cause serious damage to public health. currently, no effective therapeutic strategy exists for crs treatment in clinic, and supportive therapy is still the main method. here, we show the potential of macrophage membrane-biomimetic nanoparticles for crs treatment. by fusing macrophage membrane on the surface of the plga skeleton, we constructed biomimetic nanoparticles that inherited the membrane receptors from the """"parental"""" macrophages", the National Natural Science Foundation of China (82073385 and 81803078),0,572
0cuow990,"Abstracts for the American Vein and Lymphatic Society, AVLS 35th Annual Congress","the proceedings contain 35 papers. the topics discussed include: ambulatory phlebectomy in the treatment of superficial venous disease;artificial intelligence in the research of vein valve damage;associated factors, natural history and management of venous leg ulceration from the uk biobank cohort;biomatrix sclerofoam in large recurrent varices with three year follow-up;comparison of the effects of detergent and osmotic sclerosants in an ex-vivo human vein study using histology and immunohistochemistry;covid-19 and vte: institution of an aggressive anticoagulation policy decreased venous thromboembolism (vte) in surgical patients;cyanoacrylate adhesive closure of incompetent perforator veins;and efficiency of non-drug complex rehabilitation of patients with chronic venous diseases of the lower limbs and obesity.",Phlebology,0,823
0ie6tkgm,Estimating Lower Bounds for COVID-19 Mortality from Northern Italian Towns,"for covid-19 the infection fatality rate or ifr - a crucial variable in epidemiological modeling - is difficult to estimate because many cases are asymptomatic and the overall infection rate is generally not known. circumstances in the italian provinces of milano, bergamo, brescia, and lodi allow estimation of lower bounds for age- and sex-specific all-cause excess mortality (a proxy for ifr) since anecdotal reports indicate some towns were close to fully infected. using data from istat on mortality from january 1 through april 15 for 2020 and the three preceding years, i estimate excess mortality by sex and age categories (0-14, 15-54, 55-64, 65-74, and 75+ years) while controlling for town-specific mortality that proxies for town-specific infection rate. the 99th percentile from the tail of the town distribution gives a lower-bound estimate for covid-19 mortality. the overall population-weighted mortality at the 99th percentile is 1.09 percent (95% ci 1.06-1.14). the age- and sex-specific rates vary considerably: for men age 65-74 the estimate is 2.10 percent (95% ci 1.94-2.28) which is 3.5-times higher than men 55-64 and 2.7-times higher than women 65-74.",,0,1176
0k6xlmem,Association between corticosteroids and intubation or death among patients with COVID-19 pneumonia in non-ICU settings: an observational study using of real-world data from 51 hospitals in France and Luxembourg,"objective to assess the effectiveness of corticosteroids on outcomes of patients with mild covid-19 pneumonia. methods we used routine care data from 51 hospitals in france and luxembourg to assess the effectiveness of corticosteroids at 0.8 mg/kg/day eq. prednisone (ctc group) vs standard of care (no-ctc group) among patients [≤] 80 years old with covid-19 pneumonia requiring oxygen without mechanical ventilation. the primary outcome was intubation or death at day 28. baseline characteristics of patients were balanced using propensity score inverse probability of treatment weighting. results among the 891 patients included in the analysis, 203 were assigned to the ctc group. at day 28, corticosteroids did not reduce the rate of the primary outcome (whr 0.92, 95% ci 0.61 to 1.39) nor the cumulative death rate (whr 1.03, 95% ci 0.54 to 1.98). corticosteroids significantly reduced the rate of the primary outcome for patients requiring oxygen [≥] at 3l/min (whr 0.50, 95% ci 0.30 to 0.85) or c-reactive protein (crp) [≥] 100mg/l (whr 0.44, 95%ci 0.23 to 0.85). we found a higher number of hyperglycaemia events among patients who received corticosteroids, but number of infections were similar across the two groups. conclusions we found no association between the use of corticosteroids and intubation or death in the broad population of patients [≤]80 years old with covid-19 hospitalized in non-icu settings. however, the treatment was beneficial for patients with [≥] 3l/min oxygen or crp [≥] 100mg/l at baseline. these data support the need to confirm the right timing of corticosteroids for patients with mild covid.",,1,1633
0dm161b4,Mass spectrometric based detection of protein nucleotidylation in the RNA polymerase of SARS-CoV-2,"coronaviruses, like sars-cov-2, encode a nucleotidyl transferase in the n-terminal niran domain of the non-structural protein (nsp) 12 protein within the rna dependent rna polymerase (rdrp) 1-3. though the substrate targets of the viral nucleotidyl transferase are unknown, niran active sites are highly conserved and essential for viral replication 3. we show, for the first time, the detection and sequence location of gmp-modified amino acids in nidovirus rdrp-associated proteins using heavy isotope-assisted ms and ms/ms peptide sequencing. we identified lys-143 in the equine arteritis virus (eav) protein, nsp7, as a primary site of nucleotidylation in vitro that uses a phosphoramide bond to covalently attach with gmp. in sars-cov-2 replicase proteins, we demonstrate a unique o-linked gmp attachment on nsp7 ser-1, whose formation required the presence of nsp12. it is clear that additional nucleotidylation sites remain undiscovered, which includes the possibility that nsp12 itself may form a transient gmp adduct in the niran active site that has eluted detection in these initial studies due to instability of the covalent attachment. our results demonstrate new strategies for detecting gmp-peptide linkages that can be adapted for higher throughput screening using mass spectrometric technologies. these data are expected to be important for a rapid and timely characterization of a new enzymatic activity in sars-cov-2 that may be an attractive drug target aimed at limiting viral replication in infected patients.",bioRxiv,0,1531
0fmeu4h4,"Basic estimation-prediction techniques for Covid-19, and a prediction for Stockholm","an important task during the current covid-19 pandemic is to predict the remainder of the epidemic, both without preventive measures and with. in the current paper we address this question using a simple estimation-prediction method. the input is the observed initial doubling time and a known value of r0. the simple general epidemic model is then fitted, and time calibration to calendar time is done using the observed number of case fatalities, together with estimates of the time between infection to death and the infection fatality risk. finally, predictions are made assuming no change of behaviour, as well as for the situation where preventive measures are put in place at one specific time-point. the overall effect of the preventive measures is assumed to be known, or else estimated from the observed increased doubling time after preventive measures are put in place. the predictions are highly sensitive to the doubling times without and with preventive measures, sensitive to r0, but less sensitive to the estimates used for time-calibration: observed number of case fatalities, typical time between infection and death, and the infection fatality risk. the method is applied to the urban area of stockholm, and predictions show that the peak of infections appear in mid-april and infections start settling in may.",,0,1330
055b79a8,Time Series Modeling of Coronavirus (COVID-19) Spread in Iran,"various types of coronaviruses are envelopedrnaviruses from the coronaviridae family and part of the coronavirinae subfamily. this family of viruses affects neurological, gastrointestinal, hepatic, and respiratory systems. recently, a new member of this family, named covid-19, is moving around the world. the expansion of covid-19 carries many risks, and its control requires strict planning and special policies. iran is one of the countries in the world where the outbreak of the disease has been serious and the daily number of confirmed cases is increasing in some places. prediction of future confirmed cases of the covid-19 is planning with a certain policy to provide the clinical and medical supplementary. time series models based on the statistical methodology are useful to model and forecast time-indexed data. in many situations in the real world, the ordinary classical time series models based on the symmetrical and light-tailed distributions cannot lead to a satisfactory result (or predicion). thus, in our methodology, we consider the analysis of symmetrical/asymmetrical and light/heavy-tailed time series data based on the two-piece scale mixture of the normal (tp-smn) distribution. the proposed model is useful for symmetrical and light-tailed time series data, and it can work well relative to the ordinary gaussian and symmetry models (especially for covid-19 datasets). in this study, we fit the proposed model to the historical covid-19 datasets in iran. we show that the proposed time series model is the best fitted model to each dataset. finally, we predict the number of confirmed covid-19 cases in iran. © 2022. journal of the iranian statistical society.all rights reserved.",Journal of the Iranian Statistical Society,0,1708
0d4r156k,"Essential jobs, remote work and digital surveillance: addressing the COVID-19 pandemic panopticon","covid-19-induced digital surveillance has ballooned in an unprecedented fashion, causing a reconfiguration of power relationships in professional settings. this article critically concentrates on the interplay between technology-enabled intrusive monitoring and the managerial prerogatives augmentation in physical and digital workplaces. it portrays excessive control as the common denominator for ?essential? and ?remotable? activities, besides discussing the various drawbacks of the two categories of workers during the pandemic. it also assesses the adequacy of the current eu legal framework in addressing the expansion of data-driven management. social dialogue, empowerment and digital literacy are identified as effective solutions to promote organisational flexibility, well-being and competitiveness.",International Labour Review,0,811
